Date,Country,Product,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage,AgeBand
20210210,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,33274,"",611033,"",All vaccinations
20210210,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,418,"",15249,"",All vaccinations
20210210,S92000003,Total,"",Dose 1,64224,"",1073237,"",All vaccinations
20210210,S92000003,Total,4439078,Dose 1,64209,1.446449014863,1072800,24.1671806622907,18 years and over
20210210,S92000003,Total,2875396,Dose 1,62480,2.17291809545537,948612,32.9906558957445,40 years and over
20210210,S92000003,Total,4549217,Dose 1,64223,1.41173744844442,1073224,23.5914004541881,16 years and over
20210210,S92000003,Total,"",Dose 2,477,"",15577,"",All vaccinations
20210210,S92000003,Total,4439078,Dose 2,477,0.0107454746233339,15569,0.350725984089489,18 years and over
20210210,S92000003,Total,2875396,Dose 2,361,0.0125547924529352,11513,0.400397023575188,40 years and over
20210210,S92000003,Total,4549217,Dose 2,477,0.0104853208804944,15577,0.342410573072245,16 years and over
20210211,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,30031,"",492235,"",All vaccinations
20210211,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,84,"",412,"",All vaccinations
20210211,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210211,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210211,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,32845,"",643878,"",All vaccinations
20210211,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,441,"",15690,"",All vaccinations
20210211,S92000003,Total,"",Dose 1,62876,"",1136113,"",All vaccinations
20210211,S92000003,Total,4439078,Dose 1,62849,1.41581202222624,1135649,25.5829926845169,18 years and over
20210211,S92000003,Total,2875396,Dose 1,60861,2.11661280741853,1009473,35.107268703163,40 years and over
20210211,S92000003,Total,4549217,Dose 1,62873,1.3820620119902,1136097,24.9734624661782,16 years and over
20210211,S92000003,Total,"",Dose 2,525,"",16102,"",All vaccinations
20210211,S92000003,Total,4439078,Dose 2,524,0.0118042530453396,16093,0.362530237134828,18 years and over
20210211,S92000003,Total,2875396,Dose 2,396,0.0137720160979566,11909,0.414169039673144,40 years and over
20210211,S92000003,Total,4549217,Dose 2,525,0.0115404475099781,16102,0.353951020582223,16 years and over
20210212,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,31293,"",523528,"",All vaccinations
20210212,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,99,"",511,"",All vaccinations
20210212,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210212,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210212,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,28026,"",671904,"",All vaccinations
20210212,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,536,"",16226,"",All vaccinations
20210212,S92000003,Total,"",Dose 1,59319,"",1195432,"",All vaccinations
20210212,S92000003,Total,4439078,Dose 1,59292,1.33568277016083,1194941,26.9186754546778,18 years and over
20210212,S92000003,Total,2875396,Dose 1,57551,2.00149822841793,1067024,37.1087669315809,40 years and over
20210212,S92000003,Total,4549217,Dose 1,59319,1.30393867779884,1195416,26.2774011439771,16 years and over
20210212,S92000003,Total,"",Dose 2,635,"",16737,"",All vaccinations
20210212,S92000003,Total,4439078,Dose 2,635,0.0143047722973104,16728,0.376835009432139,18 years and over
20210212,S92000003,Total,2875396,Dose 2,467,0.0162412412064286,12376,0.430410280879573,40 years and over
20210212,S92000003,Total,4549217,Dose 2,635,0.0139584460358783,16737,0.367909466618102,16 years and over
20210213,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,28493,"",552021,"",All vaccinations
20210213,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,39,"",550,"",All vaccinations
20210213,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210213,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210213,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,26186,"",698090,"",All vaccinations
20210213,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,379,"",16605,"",All vaccinations
20210213,S92000003,Total,"",Dose 1,54679,"",1250111,"",All vaccinations
20210213,S92000003,Total,4439078,Dose 1,54649,1.23108897838695,1249590,28.1497644330647,18 years and over
20210213,S92000003,Total,2875396,Dose 1,52927,1.84068559600139,1119951,38.9494525275823,40 years and over
20210213,S92000003,Total,4549217,Dose 1,54679,1.20194310361541,1250095,27.4793442475925,16 years and over
20210213,S92000003,Total,"",Dose 2,418,"",17155,"",All vaccinations
20210213,S92000003,Total,4439078,Dose 2,417,0.00939384259524162,17145,0.38622885202738,18 years and over
20210213,S92000003,Total,2875396,Dose 2,315,0.0109550128051927,12691,0.441365293684765,40 years and over
20210213,S92000003,Total,4549217,Dose 2,418,0.00918839439842065,17155,0.377097861016522,16 years and over
20210214,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,11750,"",563771,"",All vaccinations
20210214,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,11,"",561,"",All vaccinations
20210214,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210214,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210214,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,17846,"",715936,"",All vaccinations
20210214,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,250,"",16855,"",All vaccinations
20210214,S92000003,Total,"",Dose 1,29596,"",1279707,"",All vaccinations
20210214,S92000003,Total,4439078,Dose 1,29589,0.666557334653728,1279179,28.8163217677184,18 years and over
20210214,S92000003,Total,2875396,Dose 1,28197,0.980630146247682,1148148,39.93008267383,40 years and over
20210214,S92000003,Total,4549217,Dose 1,29596,0.650573494295832,1279691,28.1299177418883,16 years and over
20210214,S92000003,Total,"",Dose 2,261,"",17416,"",All vaccinations
20210214,S92000003,Total,4439078,Dose 2,260,0.00585707212173339,17405,0.392085924149114,18 years and over
20210214,S92000003,Total,2875396,Dose 2,211,0.00733811968855768,12902,0.448703413373323,40 years and over
20210214,S92000003,Total,4549217,Dose 2,261,0.00573725104781768,17416,0.38283511206434,16 years and over
20210215,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,19462,"",583233,"",All vaccinations
20210215,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,53,"",614,"",All vaccinations
20210215,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210215,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210215,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,9951,"",725887,"",All vaccinations
20210215,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,2842,"",19697,"",All vaccinations
20210215,S92000003,Total,"",Dose 1,29413,"",1309120,"",All vaccinations
20210215,S92000003,Total,4439078,Dose 1,29406,0.662434856968046,1308585,29.4787566246865,18 years and over
20210215,S92000003,Total,2875396,Dose 1,28232,0.981847369892703,1176380,40.9119300437227,40 years and over
20210215,S92000003,Total,4549217,Dose 1,29412,0.646528842216144,1309103,28.7764465841045,16 years and over
20210215,S92000003,Total,"",Dose 2,2895,"",20311,"",All vaccinations
20210215,S92000003,Total,4439078,Dose 2,2893,0.065171190954518,20298,0.457257115103632,18 years and over
20210215,S92000003,Total,2875396,Dose 2,2236,0.0777632020076539,15138,0.526466615380977,40 years and over
20210215,S92000003,Total,4549217,Dose 2,2895,0.0636373248407363,20311,0.446472436905076,16 years and over
20210216,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,21863,"",605096,"",All vaccinations
20210216,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,142,"",756,"",All vaccinations
20210216,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210216,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210216,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,9811,"",735698,"",All vaccinations
20210216,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,3458,"",23155,"",All vaccinations
20210216,S92000003,Total,"",Dose 1,31674,"",1340794,"",All vaccinations
20210216,S92000003,Total,4439078,Dose 1,31662,0.713256221224317,1340247,30.1920128459108,18 years and over
20210216,S92000003,Total,2875396,Dose 1,30388,1.05682834642602,1206768,41.9687583901487,40 years and over
20210216,S92000003,Total,4549217,Dose 1,31674,0.696251684630564,1340777,29.472698268735,16 years and over
20210216,S92000003,Total,"",Dose 2,3600,"",23911,"",All vaccinations
20210216,S92000003,Total,4439078,Dose 2,3599,0.081075394485071,23897,0.538332509588703,18 years and over
20210216,S92000003,Total,2875396,Dose 2,2824,0.0982125592440137,17962,0.624679174624991,40 years and over
20210216,S92000003,Total,4549217,Dose 2,3600,0.0791344972112783,23911,0.525606934116355,16 years and over
20210217,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,24755,"",629851,"",All vaccinations
20210217,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,130,"",886,"",All vaccinations
20210217,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210217,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210217,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,8782,"",744480,"",All vaccinations
20210217,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,3853,"",27008,"",All vaccinations
20210217,S92000003,Total,"",Dose 1,33537,"",1374331,"",All vaccinations
20210217,S92000003,Total,4439078,Dose 1,33527,0.75526945009752,1373774,30.9472822960083,18 years and over
20210217,S92000003,Total,2875396,Dose 1,31779,1.10520429186102,1238547,43.0739626820097,40 years and over
20210217,S92000003,Total,4549217,Dose 1,33537,0.737203786937401,1374314,30.2099020556724,16 years and over
20210217,S92000003,Total,"",Dose 2,3983,"",27894,"",All vaccinations
20210217,S92000003,Total,4439078,Dose 2,3982,0.0897033122643936,27879,0.628035821853097,18 years and over
20210217,S92000003,Total,2875396,Dose 2,3124,0.108645904772769,21086,0.733325079397759,40 years and over
20210217,S92000003,Total,4549217,Dose 2,3983,0.0875535284423671,27894,0.613160462558722,16 years and over
20210218,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,22247,"",652098,"",All vaccinations
20210218,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,181,"",1067,"",All vaccinations
20210218,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210218,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210218,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,7777,"",752257,"",All vaccinations
20210218,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,4807,"",31815,"",All vaccinations
20210218,S92000003,Total,"",Dose 1,30024,"",1404355,"",All vaccinations
20210218,S92000003,Total,4439078,Dose 1,29995,0.675703378043819,1403769,31.6229856740521,18 years and over
20210218,S92000003,Total,2875396,Dose 1,28201,0.980769257521399,1266748,44.0547319395311,40 years and over
20210218,S92000003,Total,4549217,Dose 1,30024,0.659981706742061,1404338,30.8698837624145,16 years and over
20210218,S92000003,Total,"",Dose 2,4988,"",32882,"",All vaccinations
20210218,S92000003,Total,4439078,Dose 2,4971,0.111982713527449,32850,0.740018535380545,18 years and over
20210218,S92000003,Total,2875396,Dose 2,3834,0.133338155857489,24920,0.866663235255248,40 years and over
20210218,S92000003,Total,4549217,Dose 2,4987,0.109623260442401,32881,0.722783723001123,16 years and over
20210219,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,20412,"",672510,"",All vaccinations
20210219,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,121,"",1188,"",All vaccinations
20210219,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210219,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210219,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,5724,"",757981,"",All vaccinations
20210219,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,4579,"",36394,"",All vaccinations
20210219,S92000003,Total,"",Dose 1,26136,"",1430491,"",All vaccinations
20210219,S92000003,Total,4439078,Dose 1,26119,0.588387949029055,1429888,32.2113736230812,18 years and over
20210219,S92000003,Total,2875396,Dose 1,24543,0.853551997707446,1291291,44.9082839372386,40 years and over
20210219,S92000003,Total,4549217,Dose 1,26135,0.5744944679491,1430473,31.4443782303636,16 years and over
20210219,S92000003,Total,"",Dose 2,4700,"",37582,"",All vaccinations
20210219,S92000003,Total,4439078,Dose 2,4694,0.105742678997756,37544,0.845761214378301,18 years and over
20210219,S92000003,Total,2875396,Dose 2,3490,0.12137458631785,28410,0.988037821573098,40 years and over
20210219,S92000003,Total,4549217,Dose 2,4700,0.10331448247028,37581,0.826098205471403,16 years and over
20210220,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,15739,"",688249,"",All vaccinations
20210220,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,32,"",1220,"",All vaccinations
20210220,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210220,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210220,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,3854,"",761835,"",All vaccinations
20210220,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,2040,"",38434,"",All vaccinations
20210220,S92000003,Total,"",Dose 1,19593,"",1450084,"",All vaccinations
20210220,S92000003,Total,4439078,Dose 1,19588,0.441262802771206,1449476,32.6526364258524,18 years and over
20210220,S92000003,Total,2875396,Dose 1,17899,0.622488172063952,1309190,45.5307721093025,40 years and over
20210220,S92000003,Total,4549217,Dose 1,19593,0.430689501072382,1450066,31.875067731436,16 years and over
20210220,S92000003,Total,"",Dose 2,2072,"",39654,"",All vaccinations
20210220,S92000003,Total,4439078,Dose 2,2072,0.0466763593701215,39616,0.892437573748422,18 years and over
20210220,S92000003,Total,2875396,Dose 2,1549,0.053870840746805,29959,1.0419086623199,40 years and over
20210220,S92000003,Total,4549217,Dose 2,2072,0.0455462995060469,39653,0.87164450497745,16 years and over
20210221,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,9705,"",697954,"",All vaccinations
20210221,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,10,"",1230,"",All vaccinations
20210221,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210221,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210221,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,3806,"",765641,"",All vaccinations
20210221,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,1882,"",40316,"",All vaccinations
20210221,S92000003,Total,"",Dose 1,13511,"",1463595,"",All vaccinations
20210221,S92000003,Total,4439078,Dose 1,13510,0.304342478325454,1462986,32.9569789041778,18 years and over
20210221,S92000003,Total,2875396,Dose 1,12424,0.432079616164174,1321614,45.9628517254667,40 years and over
20210221,S92000003,Total,4549217,Dose 1,13511,0.296996164394884,1463577,32.1720638958309,16 years and over
20210221,S92000003,Total,"",Dose 2,1892,"",41546,"",All vaccinations
20210221,S92000003,Total,4439078,Dose 2,1889,0.0425538816844399,41505,0.934991455432862,18 years and over
20210221,S92000003,Total,2875396,Dose 2,1406,0.0488976127114318,31365,1.09080627503133,40 years and over
20210221,S92000003,Total,4549217,Dose 2,1892,0.041589574645483,41545,0.913234079622933,16 years and over
20210222,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,13490,"",711444,"",All vaccinations
20210222,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,113,"",1343,"",All vaccinations
20210222,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210222,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210222,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,5550,"",771191,"",All vaccinations
20210222,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,6038,"",46354,"",All vaccinations
20210222,S92000003,Total,"",Dose 1,19040,"",1482635,"",All vaccinations
20210222,S92000003,Total,4439078,Dose 1,19032,0.428737679310884,1482018,33.3857165834887,18 years and over
20210222,S92000003,Total,2875396,Dose 1,17459,0.607185931955112,1339073,46.5700376574218,40 years and over
20210222,S92000003,Total,4549217,Dose 1,19040,0.418533563028539,1482617,32.5905974588594,16 years and over
20210222,S92000003,Total,"",Dose 2,6151,"",47697,"",All vaccinations
20210222,S92000003,Total,4439078,Dose 2,6149,0.138519755678995,47654,1.07351121111186,18 years and over
20210222,S92000003,Total,2875396,Dose 2,4307,0.149788063974493,35672,1.24059433900583,40 years and over
20210222,S92000003,Total,4549217,Dose 2,6151,0.135210081207381,47696,1.04844416083031,16 years and over
20210223,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,16090,"",727534,"",All vaccinations
20210223,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,131,"",1474,"",All vaccinations
20210223,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210223,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210223,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,6992,"",778183,"",All vaccinations
20210223,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,7097,"",53451,"",All vaccinations
20210223,S92000003,Total,"",Dose 1,23082,"",1505717,"",All vaccinations
20210223,S92000003,Total,4439078,Dose 1,23067,0.519634933200092,1505085,33.9053515166888,18 years and over
20210223,S92000003,Total,2875396,Dose 1,20816,0.72393506842188,1359889,47.2939727258437,40 years and over
20210223,S92000003,Total,4549217,Dose 1,23082,0.50738401795298,1505699,33.0979814768124,16 years and over
20210223,S92000003,Total,"",Dose 2,7228,"",54925,"",All vaccinations
20210223,S92000003,Total,4439078,Dose 2,7226,0.162781550583252,54880,1.23629276169511,18 years and over
20210223,S92000003,Total,2875396,Dose 2,5211,0.181227211834474,40883,1.4218215508403,40 years and over
20210223,S92000003,Total,4549217,Dose 2,7228,0.158884484956422,54924,1.20732864578674,16 years and over
20210224,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,17630,"",745164,"",All vaccinations
20210224,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,168,"",1642,"",All vaccinations
20210224,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210224,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210224,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,10444,"",788627,"",All vaccinations
20210224,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,6755,"",60206,"",All vaccinations
20210224,S92000003,Total,"",Dose 1,28074,"",1533791,"",All vaccinations
20210224,S92000003,Total,4439078,Dose 1,28050,0.63188797313316,1533135,34.537239489822,18 years and over
20210224,S92000003,Total,2875396,Dose 1,24848,0.864159232328347,1384737,48.158131958172,40 years and over
20210224,S92000003,Total,4549217,Dose 1,28074,0.617117187419286,1533773,33.7150986642317,16 years and over
20210224,S92000003,Total,"",Dose 2,6923,"",61848,"",All vaccinations
20210224,S92000003,Total,4439078,Dose 2,6920,0.155888227239981,61800,1.39218098893509,18 years and over
20210224,S92000003,Total,2875396,Dose 2,4962,0.172567535045608,45845,1.59438908588591,40 years and over
20210224,S92000003,Total,4549217,Dose 2,6923,0.152180034498244,61847,1.35950868028498,16 years and over
20210225,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,17612,"",762776,"",All vaccinations
20210225,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,96,"",1738,"",All vaccinations
20210225,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210225,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210225,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,9890,"",798517,"",All vaccinations
20210225,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,6559,"",66765,"",All vaccinations
20210225,S92000003,Total,"",Dose 1,27502,"",1561293,"",All vaccinations
20210225,S92000003,Total,4439078,Dose 1,27477,0.618979887264878,1560612,35.1562193770869,18 years and over
20210225,S92000003,Total,2875396,Dose 1,23472,0.816304954169791,1408209,48.9744369123418,40 years and over
20210225,S92000003,Total,4549217,Dose 1,27502,0.604543595084605,1561275,34.3196422593163,16 years and over
20210225,S92000003,Total,"",Dose 2,6655,"",68503,"",All vaccinations
20210225,S92000003,Total,4439078,Dose 2,6653,0.14987346471497,68453,1.54205445365006,18 years and over
20210225,S92000003,Total,2875396,Dose 2,4798,0.166863972823222,50643,1.76125305870913,40 years and over
20210225,S92000003,Total,4549217,Dose 2,6655,0.14628891081696,68502,1.50579759110194,16 years and over
20210226,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,15902,"",778678,"",All vaccinations
20210226,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,133,"",1871,"",All vaccinations
20210226,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210226,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210226,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,9795,"",808312,"",All vaccinations
20210226,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,6915,"",73680,"",All vaccinations
20210226,S92000003,Total,"",Dose 1,25697,"",1586990,"",All vaccinations
20210226,S92000003,Total,4439078,Dose 1,25472,0.573812850326126,1586084,35.730032227413,18 years and over
20210226,S92000003,Total,2875396,Dose 1,21499,0.747688318409012,1429708,49.7221252307508,40 years and over
20210226,S92000003,Total,4549217,Dose 1,25697,0.564866437455061,1586972,34.8845086967713,16 years and over
20210226,S92000003,Total,"",Dose 2,7048,"",75551,"",All vaccinations
20210226,S92000003,Total,4439078,Dose 2,7042,0.158636545697102,75495,1.70069099934716,18 years and over
20210226,S92000003,Total,2875396,Dose 2,5055,0.175801872159522,55698,1.93705493086865,40 years and over
20210226,S92000003,Total,4549217,Dose 2,7048,0.154927760095858,75550,1.6607253511978,16 years and over
20210227,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,15046,"",793724,"",All vaccinations
20210227,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,25,"",1896,"",All vaccinations
20210227,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210227,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210227,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,7679,"",815991,"",All vaccinations
20210227,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,4363,"",78043,"",All vaccinations
20210227,S92000003,Total,"",Dose 1,22725,"",1609715,"",All vaccinations
20210227,S92000003,Total,4439078,Dose 1,22697,0.511299869026857,1608781,36.2413320964399,18 years and over
20210227,S92000003,Total,2875396,Dose 1,19329,0.672220452417685,1449037,50.3943456831685,40 years and over
20210227,S92000003,Total,4549217,Dose 1,22725,0.499536513646195,1609697,35.3840452104175,16 years and over
20210227,S92000003,Total,"",Dose 2,4388,"",79939,"",All vaccinations
20210227,S92000003,Total,4439078,Dose 2,4387,0.0988268284540168,79882,1.79951782780118,18 years and over
